"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","Orthogroup"
"34","GCK72_000034","I",205885,210876,4992,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005304"
"35","GCK72_000035","I",213904,215885,1982,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001458"
"36","GCK72_000036","I",216503,217734,1232,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005305"
"37","GCK72_000037","I",218366,220158,1793,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002783"
"38","GCK72_000038","I",219832,220277,446,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"39","GCK72_000039","I",221139,224537,3399,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001203"
"40","GCK72_000040","I",224914,226353,1440,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002784"
"41","GCK72_000041","I",226893,227452,560,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005307"
"42","GCK72_000042","I",228831,231175,2345,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003577"
"43","GCK72_000043","I",230822,231190,369,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"44","GCK72_000044","I",232055,233947,1893,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005308"
"45","GCK72_000045","I",252154,254138,1985,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002345"
"46","GCK72_000046","I",255297,259917,4621,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005302"
"47","GCK72_000047","I",266934,270241,3308,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010588"
"48","GCK72_000048","I",270807,274839,4033,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005301"
"49","GCK72_000049","I",285254,297357,12104,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002782"
"50","GCK72_000050","I",318181,321460,3280,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005300"
"51","GCK72_000051","I",322633,324977,2345,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"52","GCK72_000052","I",327841,335808,7968,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005299"
"53","GCK72_000053","I",331666,332806,1141,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"54","GCK72_000054","I",336164,337096,933,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0018893"
"55","GCK72_000055","I",337808,344190,6383,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"56","GCK72_000056","I",346573,378124,31552,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001629"
"57","GCK72_000057","I",378945,381486,2542,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002297"
"58","GCK72_000058","I",404047,411758,7712,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000874"
"59","GCK72_000059","I",413326,421045,7720,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005297"
"60","GCK72_000060","I",423860,439996,16137,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005296"
"61","GCK72_000061","I",445716,446399,684,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003196"
"62","GCK72_000062","I",447098,448330,1233,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002780"
"63","GCK72_000063","I",449686,451724,2039,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001628"
"64","GCK72_000064","I",452087,468742,16656,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005294"
"65","GCK72_000065","I",470360,472064,1705,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013817"
"66","GCK72_000066","I",472245,472638,394,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001301"
"67","GCK72_000067","I",474496,479660,5165,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003574"
"68","GCK72_000068","I",479755,483701,3947,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003576"
"69","GCK72_000069","I",486293,488252,1960,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005295"
"70","GCK72_000070","I",502373,503494,1122,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002089"
"71","GCK72_000071","I",507449,511935,4487,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003573"
"72","GCK72_000072","I",513506,515541,2036,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003572"
"73","GCK72_000073","I",516431,520868,4438,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000483"
"74","GCK72_000074","I",522016,527083,5068,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003572"
"75","GCK72_000075","I",539753,542189,2437,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010586"
"76","GCK72_000076","I",542700,543175,476,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013816"
"77","GCK72_000077","I",559933,561446,1514,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017660"
"78","GCK72_000078","I",563788,564809,1022,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0015674"
"79","GCK72_000079","I",564988,568897,3910,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005293"
"80","GCK72_000080","I",571580,575417,3838,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000484"
"81","GCK72_000081","I",577375,587801,10427,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005292"
"82","GCK72_000082","I",613444,615228,1785,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000483"
"83","GCK72_000083","I",615899,617065,1167,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000483"
"84","GCK72_000084","I",617462,618388,927,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000483"
"85","GCK72_000085","I",621739,622218,480,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022785"
"86","GCK72_000086","I",624918,626095,1178,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010585"
"87","GCK72_000087","I",627318,629040,1723,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001173"
"88","GCK72_000088","I",628659,629325,667,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003570"
"89","GCK72_000089","I",630985,632727,1743,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005287"
"90","GCK72_000090","I",634466,636856,2391,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005288"
"91","GCK72_000091","I",637072,643372,6301,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005289"
"92","GCK72_000092","I",639158,643526,4369,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022784"
"93","GCK72_000093","I",661845,668116,6272,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005290"
"94","GCK72_000094","I",668743,672402,3660,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005291"
"95","GCK72_000095","I",673823,674869,1047,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0023832"
"96","GCK72_000096","I",679449,686060,6612,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003571"
"97","GCK72_000097","I",686862,698114,11253,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002779"
"98","GCK72_000098","I",702984,711406,8423,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002778"
"99","GCK72_000099","I",723638,753864,30227,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003569"
"100","GCK72_000100","I",726013,726471,459,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022783"
"101","GCK72_000101","I",733607,735739,2133,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022595"
"102","GCK72_000102","I",755231,756821,1591,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005754"
"103","GCK72_000103","I",757863,759645,1783,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022594"
"104","GCK72_000104","I",760700,777784,17085,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003567"
"105","GCK72_000105","I",796343,821120,24778,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0016425"
"106","GCK72_000106","I",852603,855149,2547,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005548"
"107","GCK72_000107","I",856626,856904,279,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001257"
"108","GCK72_000108","I",858663,860221,1559,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017341"
"109","GCK72_000109","I",869983,873796,3814,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000305"
"110","GCK72_000110","I",875190,878746,3557,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003566"
"111","GCK72_000111","I",881479,883478,2000,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0019401"
"112","GCK72_000112","I",884179,884721,543,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0019401"
"113","GCK72_000113","I",890463,891564,1102,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"114","GCK72_000114","I",892640,894020,1381,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0023192"
"115","GCK72_000115","I",896776,897444,669,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0023193"
"116","GCK72_000116","I",898228,898526,299,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0023191"
"117","GCK72_000117","I",899253,903852,4600,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003568"
"118","GCK72_000118","I",907353,922731,15379,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002776"
"119","GCK72_000119","I",934458,940050,5593,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005278"
"120","GCK72_000120","I",946020,950901,4882,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005279"
"121","GCK72_000121","I",955511,956656,1146,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"122","GCK72_000122","I",957074,958087,1014,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"123","GCK72_000123","I",958580,958995,416,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"124","GCK72_000124","I",961110,964039,2930,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"125","GCK72_000125","I",964255,965568,1314,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"126","GCK72_000126","I",966628,967987,1360,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"127","GCK72_000127","I",968228,969903,1676,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"128","GCK72_000128","I",970330,973385,3056,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"129","GCK72_000129","I",972844,977363,4520,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"130","GCK72_000130","I",986299,987464,1166,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"131","GCK72_000131","I",997109,998342,1234,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000187"
"132","GCK72_000132","I",998582,1001820,3239,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002757"
"133","GCK72_000133","I",1014403,1015407,1005,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010578"
"134","GCK72_000134","I",1016282,1027114,10833,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002775"
"135","GCK72_000135","I",1033592,1037940,4349,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000305"
"136","GCK72_000136","I",1046269,1054138,7870,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010579"
"137","GCK72_000137","I",1055590,1065607,10018,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002777"
"138","GCK72_000138","I",1068103,1069804,1702,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001059"
"139","GCK72_000139","I",1070718,1073378,2661,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005280"
"140","GCK72_000140","I",1100400,1101690,1291,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010580"
"141","GCK72_000141","I",1108089,1110733,2645,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005281"
"142","GCK72_000142","I",1111089,1112919,1831,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005282"
"143","GCK72_000143","I",1123439,1124911,1473,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005283"
"144","GCK72_000144","I",1125611,1126090,480,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010581"
"145","GCK72_000145","I",1126712,1127589,878,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0014689"
"146","GCK72_000146","I",1129289,1131126,1838,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0014689"
"147","GCK72_000147","I",1141363,1144025,2663,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003502"
"148","GCK72_000148","I",1145168,1146847,1680,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010582"
"149","GCK72_000149","I",1148040,1151152,3113,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005285"
"150","GCK72_000150","I",1153925,1159905,5981,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005277"
"151","GCK72_000151","I",1160954,1166207,5254,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005276"
"152","GCK72_000152","I",1167195,1169368,2174,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005275"
"153","GCK72_000153","I",1171043,1177129,6087,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005274"
"154","GCK72_000154","I",1177161,1180255,3095,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005273"
"155","GCK72_000155","I",1180324,1183218,2895,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012735"
"156","GCK72_000156","I",1198494,1199483,990,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010576"
"157","GCK72_000157","I",1200098,1201034,937,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005269"
"158","GCK72_000158","I",1201164,1203463,2300,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005270"
"159","GCK72_000159","I",1205142,1215564,10423,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005271"
"160","GCK72_000160","I",1216860,1218927,2068,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005272"
"161","GCK72_000161","I",1220335,1224326,3992,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005284"
"162","GCK72_000162","I",1225411,1225947,537,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003502"
"163","GCK72_000163","I",1228021,1230783,2763,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003502"
"164","GCK72_000164","I",1228203,1229076,874,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003502"
"165","GCK72_000165","I",1231464,1232149,686,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017728"
"166","GCK72_000166","I",1232430,1232743,314,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"167","GCK72_000167","I",1235483,1236190,708,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017728"
"168","GCK72_000168","I",1240200,1251709,11510,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000163"
"169","GCK72_000169","I",1242466,1246658,4193,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0022642"
"170","GCK72_000170","I",1253732,1257770,4039,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005267"
"171","GCK72_000171","I",1265325,1271671,6347,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005268"
"172","GCK72_000172","I",1273668,1277396,3729,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001607"
"173","GCK72_000173","I",1278175,1278615,441,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001554"
"174","GCK72_000174","I",1279173,1279603,431,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001554"
