"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","Orthogroup"
"54","CSP29.g10045","CSP29.scaffold1_cov172",634165,639655,5491,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000269"
"55","CSP29.g10046","CSP29.scaffold1_cov172",639976,641103,1128,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000269"
"56","CSP29.g10047","CSP29.scaffold1_cov172",641466,642163,698,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000011"
"57","CSP29.g10048","CSP29.scaffold1_cov172",643262,644971,1710,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001443"
"58","CSP29.g10049","CSP29.scaffold1_cov172",646149,648068,1920,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000431"
"59","CSP29.g1005","CSP29.scaffold640_cov165",211979,212290,312,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000050"
"60","CSP29.g10050","CSP29.scaffold1_cov172",648369,649180,812,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"61","CSP29.g10051","CSP29.scaffold1_cov172",651254,652255,1002,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"62","CSP29.g10052","CSP29.scaffold1_cov172",652363,653594,1232,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000191"
"63","CSP29.g10053","CSP29.scaffold1_cov172",653769,654914,1146,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001821"
"64","CSP29.g10054","CSP29.scaffold1_cov172",654963,655940,978,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"65","CSP29.g10055","CSP29.scaffold1_cov172",656263,659207,2945,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005101"
"66","CSP29.g10056","CSP29.scaffold1_cov172",659881,660390,510,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000220"
"67","CSP29.g10057","CSP29.scaffold1_cov172",660550,662922,2373,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001822"
"68","CSP29.g10058","CSP29.scaffold1_cov172",663641,664956,1316,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0015916"
"69","CSP29.g10059","CSP29.scaffold1_cov172",667833,668045,213,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017975"
"70","CSP29.g1006","CSP29.scaffold640_cov165",213635,213946,312,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000050"
"71","CSP29.g10060","CSP29.scaffold1_cov172",668772,671202,2431,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000060"
"72","CSP29.g10061","CSP29.scaffold1_cov172",671783,672954,1172,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000561"
"73","CSP29.g10062","CSP29.scaffold1_cov172",673065,675614,2550,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000821"
"74","CSP29.g10063","CSP29.scaffold1_cov172",675918,677080,1163,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000561"
"75","CSP29.g10064","CSP29.scaffold1_cov172",677398,678449,1052,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000561"
"76","CSP29.g10065","CSP29.scaffold1_cov172",681793,682966,1174,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000561"
"77","CSP29.g10066","CSP29.scaffold1_cov172",683343,683829,487,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0015917"
"78","CSP29.g10067","CSP29.scaffold1_cov172",684008,688292,4285,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001294"
"79","CSP29.g10068","CSP29.scaffold1_cov172",688353,689107,755,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"80","CSP29.g10069","CSP29.scaffold1_cov172",690975,692048,1074,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"81","CSP29.g1007","CSP29.scaffold640_cov165",214198,214608,411,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000009"
"82","CSP29.g10070","CSP29.scaffold1_cov172",692168,693245,1078,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"83","CSP29.g10071","CSP29.scaffold1_cov172",693375,693671,297,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"84","CSP29.g10072","CSP29.scaffold1_cov172",693727,694425,699,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"85","CSP29.g10073","CSP29.scaffold1_cov172",694545,695623,1079,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"86","CSP29.g10074","CSP29.scaffold1_cov172",695747,696824,1078,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"87","CSP29.g10075","CSP29.scaffold1_cov172",696955,697886,932,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"88","CSP29.g10076","CSP29.scaffold1_cov172",698330,700712,2383,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"89","CSP29.g10077","CSP29.scaffold1_cov172",700819,701890,1072,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"90","CSP29.g10078","CSP29.scaffold1_cov172",702088,703146,1059,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"91","CSP29.g10079","CSP29.scaffold1_cov172",703320,703775,456,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001295"
"92","CSP29.g1008","CSP29.scaffold640_cov165",215366,216229,864,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012713"
"93","CSP29.g10080","CSP29.scaffold1_cov172",704049,705230,1182,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"94","CSP29.g10081","CSP29.scaffold1_cov172",705608,706687,1080,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"95","CSP29.g10082","CSP29.scaffold1_cov172",706818,707990,1173,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000013"
"96","CSP29.g10083","CSP29.scaffold1_cov172",708176,711851,3676,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001052"
"97","CSP29.g10084","CSP29.scaffold1_cov172",712202,714370,2169,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010516"
"98","CSP29.g10085","CSP29.scaffold1_cov172",714975,716882,1908,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000149"
"99","CSP29.g10086","CSP29.scaffold1_cov172",717726,718857,1132,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000004"
"100","CSP29.g10087","CSP29.scaffold1_cov172",719214,721052,1839,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000955"
"101","CSP29.g10088","CSP29.scaffold1_cov172",721429,722632,1204,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"102","CSP29.g10089","CSP29.scaffold1_cov172",723045,723778,734,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017976"
"103","CSP29.g1009","CSP29.scaffold640_cov165",217712,218566,855,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012713"
"104","CSP29.g10090","CSP29.scaffold1_cov172",724018,725810,1793,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001622"
"105","CSP29.g10091","CSP29.scaffold1_cov172",728354,729489,1136,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000562"
"106","CSP29.g10092","CSP29.scaffold1_cov172",729569,730667,1099,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000562"
"107","CSP29.g10093","CSP29.scaffold1_cov172",730869,732658,1790,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000174"
"108","CSP29.g10094","CSP29.scaffold1_cov172",733291,734278,988,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017976"
"109","CSP29.g10095","CSP29.scaffold1_cov172",734486,735570,1085,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017976"
"110","CSP29.g10096","CSP29.scaffold1_cov172",736039,737571,1533,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000718"
"111","CSP29.g10097","CSP29.scaffold1_cov172",737877,739040,1164,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003520"
"112","CSP29.g10098","CSP29.scaffold1_cov172",739409,740254,846,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002745"
"113","CSP29.g10099","CSP29.scaffold1_cov172",740457,741583,1127,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"114","CSP29.g101","CSP29.scaffold30940_cov143",68319,72910,4592,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000250"
"115","CSP29.g1010","CSP29.scaffold640_cov165",220838,222036,1199,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002746"
"116","CSP29.g10100","CSP29.scaffold1_cov172",741763,743145,1383,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"117","CSP29.g10101","CSP29.scaffold1_cov172",743571,744880,1310,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"118","CSP29.g10102","CSP29.scaffold1_cov172",745062,746221,1160,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"119","CSP29.g10103","CSP29.scaffold1_cov172",746839,748101,1263,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"120","CSP29.g10104","CSP29.scaffold1_cov172",750073,751724,1652,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017977"
"121","CSP29.g10105","CSP29.scaffold1_cov172",752286,755234,2949,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"122","CSP29.g10106","CSP29.scaffold1_cov172",755391,756639,1249,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000180"
"123","CSP29.g10107","CSP29.scaffold1_cov172",756887,759304,2418,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001444"
"124","CSP29.g10108","CSP29.scaffold1_cov172",760016,760472,457,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001444"
"125","CSP29.g10109","CSP29.scaffold1_cov172",760560,762434,1875,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001444"
"126","CSP29.g1011","CSP29.scaffold640_cov165",223095,224293,1199,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002746"
"127","CSP29.g10110","CSP29.scaffold1_cov172",762689,763991,1303,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000004"
"128","CSP29.g10111","CSP29.scaffold1_cov172",765237,766351,1115,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000076"
"129","CSP29.g10112","CSP29.scaffold1_cov172",766828,768326,1499,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000076"
"130","CSP29.g10113","CSP29.scaffold1_cov172",768635,770230,1596,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000076"
"131","CSP29.g10114","CSP29.scaffold1_cov172",770581,772454,1874,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005102"
"132","CSP29.g10115","CSP29.scaffold1_cov172",781642,782926,1285,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017978"
"133","CSP29.g10116","CSP29.scaffold1_cov172",783028,784291,1264,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017978"
"134","CSP29.g10117","CSP29.scaffold1_cov172",784412,785649,1238,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017978"
"135","CSP29.g10118","CSP29.scaffold1_cov172",786331,788628,2298,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000020"
"136","CSP29.g10119","CSP29.scaffold1_cov172",790962,792397,1436,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0019936"
"137","CSP29.g1012","CSP29.scaffold640_cov165",226254,227437,1184,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002746"
"138","CSP29.g10120","CSP29.scaffold1_cov172",794292,794793,502,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"139","CSP29.g10121","CSP29.scaffold1_cov172",795759,798169,2411,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001053"
"140","CSP29.g10122","CSP29.scaffold1_cov172",798387,800991,2605,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001053"
"141","CSP29.g10123","CSP29.scaffold1_cov172",801219,802195,977,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012714"
"142","CSP29.g10124","CSP29.scaffold1_cov172",802964,804275,1312,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001054"
"143","CSP29.g10125","CSP29.scaffold1_cov172",805637,806005,369,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"144","CSP29.g10126","CSP29.scaffold1_cov172",806132,807689,1558,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0019937"
"145","CSP29.g10127","CSP29.scaffold1_cov172",809475,812863,3389,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010517"
"146","CSP29.g10128","CSP29.scaffold1_cov172",813164,817629,4466,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005103"
"147","CSP29.g10129","CSP29.scaffold1_cov172",822564,822917,354,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001296"
"148","CSP29.g1013","CSP29.scaffold640_cov165",228016,229222,1207,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002746"
"149","CSP29.g10130","CSP29.scaffold1_cov172",823431,824923,1493,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000363"
