"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"32","Csp11.Scaffold125.g560","Scaffold125",498,3155,2658,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012739"
"33","Csp11.Scaffold126.g561","Scaffold126",667,1392,726,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"34","Csp11.Scaffold126.g562","Scaffold126",2290,4196,1907,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002551"
"35","Csp11.Scaffold126.g563","Scaffold126",6225,8329,2105,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004415"
"36","Csp11.Scaffold126.g564","Scaffold126",8728,10431,1704,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014058"
"37","Csp11.Scaffold126.g565","Scaffold126",11741,16188,4448,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008191"
"38","Csp11.Scaffold126.g566","Scaffold126",18513,20808,2296,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004406"
"39","Csp11.Scaffold126.g567","Scaffold126",21192,22834,1643,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000739"
"40","Csp11.Scaffold126.g568","Scaffold126",24709,25234,526,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014245"
"41","Csp11.Scaffold126.g569","Scaffold126",25494,27900,2407,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000739"
"42","Csp11.Scaffold126.g570","Scaffold126",28531,30801,2271,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011672"
"43","Csp11.Scaffold126.g571","Scaffold126",31013,31547,535,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008138"
"44","Csp11.Scaffold126.g572","Scaffold126",33675,34226,552,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003001"
"45","Csp11.Scaffold126.g573","Scaffold126",34380,35490,1111,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"46","Csp11.Scaffold126.g574","Scaffold126",36751,38649,1899,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008137"
"47","Csp11.Scaffold126.g575","Scaffold126",38857,39328,472,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004405"
"48","Csp11.Scaffold126.g576","Scaffold126",39946,40992,1047,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004404"
"49","Csp11.Scaffold126.g577","Scaffold126",41536,42298,763,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004403"
"50","Csp11.Scaffold126.g578","Scaffold126",42724,43581,858,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008136"
"51","Csp11.Scaffold126.g579","Scaffold126",43861,45825,1965,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004402"
"52","Csp11.Scaffold126.g580","Scaffold126",45988,47127,1140,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001115"
"53","Csp11.Scaffold126.g581","Scaffold126",47406,52892,5487,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001115"
"54","Csp11.Scaffold126.g582","Scaffold126",54062,56667,2606,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004401"
"55","Csp11.Scaffold126.g583","Scaffold126",56913,58333,1421,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013172"
"56","Csp11.Scaffold126.g584","Scaffold126",58598,59576,979,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003191"
"57","Csp11.Scaffold126.g585","Scaffold126",59781,60592,812,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"58","Csp11.Scaffold126.g586","Scaffold126",61453,62798,1346,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015655"
"59","Csp11.Scaffold126.g587","Scaffold126",63841,65571,1731,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008127"
"60","Csp11.Scaffold126.g588","Scaffold126",66054,69237,3184,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008128"
"61","Csp11.Scaffold126.g589","Scaffold126",69765,70073,309,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"62","Csp11.Scaffold126.g590","Scaffold126",70369,71938,1570,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000219"
"63","Csp11.Scaffold129.g591","Scaffold129",1073,1731,659,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017935"
"64","Csp11.Scaffold13.g62","Scaffold13",12,495,484,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017937"
"65","Csp11.Scaffold13.g63","Scaffold13",965,1067,103,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019871"
"66","Csp11.Scaffold133.g592","Scaffold133",1,736,736,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005080"
"67","Csp11.Scaffold135.g593","Scaffold135",802,1406,605,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000079"
"68","Csp11.Scaffold136.g594","Scaffold136",58,1409,1352,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000435"
"69","Csp11.Scaffold138.g595","Scaffold138",280,1163,884,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014459"
"70","Csp11.Scaffold139.g596","Scaffold139",177,1227,1051,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004308"
"71","Csp11.Scaffold14.g64","Scaffold14",18,4130,4113,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017490"
"72","Csp11.Scaffold143.g597","Scaffold143",193,477,285,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019872"
"73","Csp11.Scaffold145.g598","Scaffold145",24,535,512,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015181"
"74","Csp11.Scaffold146.g599","Scaffold146",126,591,466,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010425"
"75","Csp11.Scaffold15.g65","Scaffold15",377,2066,1690,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005787"
"76","Csp11.Scaffold15.g66","Scaffold15",2432,2926,495,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006890"
"77","Csp11.Scaffold152.g600","Scaffold152",1,373,373,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000002"
"78","Csp11.Scaffold159.g601","Scaffold159",134,388,255,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013603"
"79","Csp11.Scaffold16.g67","Scaffold16",214,532,319,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014547"
"80","Csp11.Scaffold16.g68","Scaffold16",659,2485,1827,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002159"
"81","Csp11.Scaffold161.g602","Scaffold161",721,1293,573,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009107"
"82","Csp11.Scaffold162.g603","Scaffold162",275,1139,865,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"83","Csp11.Scaffold166.g604","Scaffold166",19,1041,1023,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004569"
"84","Csp11.Scaffold17.g69","Scaffold17",757,3481,2725,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001375"
"85","Csp11.Scaffold17.g70","Scaffold17",9793,10068,276,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"86","Csp11.Scaffold17.g71","Scaffold17",12096,12308,213,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"87","Csp11.Scaffold17.g72","Scaffold17",17554,17853,300,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"88","Csp11.Scaffold17.g73","Scaffold17",22774,23097,324,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008863"
"89","Csp11.Scaffold17.g74","Scaffold17",23957,25835,1879,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002899"
"90","Csp11.Scaffold17.g75","Scaffold17",28221,30596,2376,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000072"
"91","Csp11.Scaffold17.g76","Scaffold17",31329,33387,2059,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000072"
"92","Csp11.Scaffold17.g77","Scaffold17",34978,35856,879,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013697"
"93","Csp11.Scaffold17.g78","Scaffold17",36532,37314,783,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"94","Csp11.Scaffold17.g79","Scaffold17",38365,40319,1955,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"95","Csp11.Scaffold17.g80","Scaffold17",40442,44469,4028,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"96","Csp11.Scaffold17.g81","Scaffold17",44665,46912,2248,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"97","Csp11.Scaffold17.g82","Scaffold17",47290,48834,1545,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019105"
"98","Csp11.Scaffold17.g83","Scaffold17",49080,53921,4842,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"99","Csp11.Scaffold17.g84","Scaffold17",56608,56982,375,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000040"
"100","Csp11.Scaffold171.g605","Scaffold171",1607,1834,228,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"101","Csp11.Scaffold171.g606","Scaffold171",5976,7771,1796,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007495"
"102","Csp11.Scaffold171.g607","Scaffold171",8004,10160,2157,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015387"
"103","Csp11.Scaffold171.g608","Scaffold171",10702,12236,1535,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000067"
"104","Csp11.Scaffold171.g609","Scaffold171",12671,14507,1837,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000067"
"105","Csp11.Scaffold171.g610","Scaffold171",15223,16598,1376,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000067"
"106","Csp11.Scaffold171.g611","Scaffold171",17905,19022,1118,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000067"
"107","Csp11.Scaffold171.g612","Scaffold171",19862,20547,686,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000653"
"108","Csp11.Scaffold171.g613","Scaffold171",21133,21614,482,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000653"
"109","Csp11.Scaffold171.g614","Scaffold171",22856,23211,356,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017065"
"110","Csp11.Scaffold171.g615","Scaffold171",24299,26411,2113,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000816"
"111","Csp11.Scaffold171.g616","Scaffold171",26940,29467,2528,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001963"
"112","Csp11.Scaffold171.g617","Scaffold171",29817,30850,1034,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003100"
"113","Csp11.Scaffold171.g618","Scaffold171",32189,32638,450,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000137"
"114","Csp11.Scaffold171.g619","Scaffold171",34172,36297,2126,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000137"
"115","Csp11.Scaffold171.g620","Scaffold171",36854,37953,1100,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000137"
"116","Csp11.Scaffold171.g621","Scaffold171",38173,39168,996,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001548"
"117","Csp11.Scaffold171.g622","Scaffold171",41280,42668,1389,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001730"
"118","Csp11.Scaffold171.g623","Scaffold171",43171,43798,628,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"119","Csp11.Scaffold171.g624","Scaffold171",44347,44982,636,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004507"
"120","Csp11.Scaffold171.g625","Scaffold171",45096,45883,788,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008998"
"121","Csp11.Scaffold171.g626","Scaffold171",45988,46320,333,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014738"
"122","Csp11.Scaffold171.g627","Scaffold171",46691,48323,1633,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008999"
"123","Csp11.Scaffold171.g628","Scaffold171",48713,49621,909,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011990"
"124","Csp11.Scaffold171.g629","Scaffold171",50201,53199,2999,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002208"
"125","Csp11.Scaffold171.g630","Scaffold171",53464,57801,4338,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003310"
"126","Csp11.Scaffold171.g631","Scaffold171",59901,61210,1310,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000702"
"127","Csp11.Scaffold171.g632","Scaffold171",62402,63964,1563,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000702"
"128","Csp11.Scaffold171.g633","Scaffold171",64117,64892,776,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000755"
"129","Csp11.Scaffold171.g634","Scaffold171",67124,67528,405,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024241"
"130","Csp11.Scaffold171.g635","Scaffold171",68229,68903,675,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000755"
"131","Csp11.Scaffold171.g636","Scaffold171",70090,73543,3454,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009000"
"132","Csp11.Scaffold171.g637","Scaffold171",73756,75329,1574,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000162"
"133","Csp11.Scaffold171.g638","Scaffold171",77192,79072,1881,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000096"
"134","Csp11.Scaffold171.g639","Scaffold171",79978,81582,1605,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000096"
"135","Csp11.Scaffold171.g640","Scaffold171",84289,85729,1441,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014116"
"136","Csp11.Scaffold171.g641","Scaffold171",86047,87681,1635,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000057"
"137","Csp11.Scaffold171.g642","Scaffold171",88248,89263,1016,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000621"
"138","Csp11.Scaffold171.g643","Scaffold171",89730,90376,647,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015006"
"139","Csp11.Scaffold171.g644","Scaffold171",92496,94465,1970,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013269"
"140","Csp11.Scaffold171.g645","Scaffold171",94595,95440,846,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008990"
"141","Csp11.Scaffold171.g646","Scaffold171",96034,97820,1787,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008991"
"142","Csp11.Scaffold171.g647","Scaffold171",98274,98730,457,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001554"
"143","Csp11.Scaffold171.g648","Scaffold171",99328,99811,484,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008993"
"144","Csp11.Scaffold171.g649","Scaffold171",101691,102431,741,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"145","Csp11.Scaffold171.g650","Scaffold171",106242,109089,2848,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008992"
"146","Csp11.Scaffold171.g651","Scaffold171",109579,109922,344,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"147","Csp11.Scaffold171.g652","Scaffold171",110464,110846,383,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014827"
"148","Csp11.Scaffold171.g653","Scaffold171",111086,112925,1840,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003309"
"149","Csp11.Scaffold171.g654","Scaffold171",113299,114021,723,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003453"
