"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","Orthogroup"
"17","CBOVI.g10011","CBOVI.ctg00007_chrI",247949,249531,1583,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008247"
"18","CBOVI.g10012","CBOVI.ctg00007_chrI",249712,251771,2060,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013190"
"19","CBOVI.g10013","CBOVI.ctg00007_chrI",251940,255070,3131,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008243"
"20","CBOVI.g10014","CBOVI.ctg00007_chrI",255272,257350,2079,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008240"
"21","CBOVI.g10015","CBOVI.ctg00007_chrI",265631,266677,1047,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002765"
"22","CBOVI.g10016","CBOVI.ctg00007_chrI",270198,271819,1622,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002569"
"23","CBOVI.g10017","CBOVI.ctg00007_chrI",271992,273171,1180,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"24","CBOVI.g10018","CBOVI.ctg00007_chrI",273216,273753,538,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"25","CBOVI.g10019","CBOVI.ctg00007_chrI",273974,278066,4093,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003441"
"26","CBOVI.g1002","CBOVI.ctg00001_chrV",4856061,4859040,2980,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001226"
"27","CBOVI.g10020","CBOVI.ctg00007_chrI",278279,281203,2925,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012456"
"28","CBOVI.g10021","CBOVI.ctg00007_chrI",285851,287598,1748,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010320"
"29","CBOVI.g10022","CBOVI.ctg00007_chrI",288125,288999,875,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012455"
"30","CBOVI.g10023","CBOVI.ctg00007_chrI",289230,290351,1122,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008479"
"31","CBOVI.g10024","CBOVI.ctg00007_chrI",297554,315112,17559,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012454"
"32","CBOVI.g10025","CBOVI.ctg00007_chrI",315603,316145,543,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012453"
"33","CBOVI.g10026","CBOVI.ctg00007_chrI",316295,322345,6051,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0015405"
"34","CBOVI.g10027","CBOVI.ctg00007_chrI",327286,336161,8876,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005194"
"35","CBOVI.g10028","CBOVI.ctg00007_chrI",336744,338055,1312,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005195"
"36","CBOVI.g10029","CBOVI.ctg00007_chrI",338119,338907,789,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010556"
"37","CBOVI.g1003","CBOVI.ctg00001_chrV",4861540,4862086,547,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0011172"
"38","CBOVI.g10030","CBOVI.ctg00007_chrI",339504,340885,1382,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005196"
"39","CBOVI.g10031","CBOVI.ctg00007_chrI",340915,341391,477,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005197"
"40","CBOVI.g10032","CBOVI.ctg00007_chrI",342009,343029,1021,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010557"
"41","CBOVI.g10033","CBOVI.ctg00007_chrI",343415,345941,2527,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005198"
"42","CBOVI.g10034","CBOVI.ctg00007_chrI",346573,351169,4597,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005199"
"43","CBOVI.g10035","CBOVI.ctg00007_chrI",355298,360118,4821,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005200"
"44","CBOVI.g10036","CBOVI.ctg00007_chrI",364206,364983,778,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000689"
"45","CBOVI.g10037","CBOVI.ctg00007_chrI",369079,369809,731,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002414"
"46","CBOVI.g10038","CBOVI.ctg00007_chrI",375445,379773,4329,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003782"
"47","CBOVI.g10039","CBOVI.ctg00007_chrI",380062,382358,2297,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005871"
"48","CBOVI.g1004","CBOVI.ctg00001_chrV",4864514,4865810,1297,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0006795"
"49","CBOVI.g10040","CBOVI.ctg00007_chrI",382645,384198,1554,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005872"
"50","CBOVI.g10041","CBOVI.ctg00007_chrI",386326,387472,1147,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001076"
"51","CBOVI.g10042","CBOVI.ctg00007_chrI",387660,390507,2848,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005443"
"52","CBOVI.g10043","CBOVI.ctg00007_chrI",391258,393830,2573,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002808"
"53","CBOVI.g10044","CBOVI.ctg00007_chrI",394255,401459,7205,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002807"
"54","CBOVI.g10045","CBOVI.ctg00007_chrI",405389,408706,3318,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003619"
"55","CBOVI.g10046","CBOVI.ctg00007_chrI",409471,410533,1063,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002066"
"56","CBOVI.g10047","CBOVI.ctg00007_chrI",411047,411927,881,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002066"
"57","CBOVI.g10048","CBOVI.ctg00007_chrI",411962,422811,10850,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002806"
"58","CBOVI.g10049","CBOVI.ctg00007_chrI",423148,436480,13333,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002792"
"59","CBOVI.g1005","CBOVI.ctg00001_chrV",4865906,4866305,400,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0006794"
"60","CBOVI.g10050","CBOVI.ctg00007_chrI",437814,440693,2880,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005352"
"61","CBOVI.g10051","CBOVI.ctg00007_chrI",441389,443142,1754,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005351"
"62","CBOVI.g10052","CBOVI.ctg00007_chrI",444211,446330,2120,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002338"
"63","CBOVI.g10053","CBOVI.ctg00007_chrI",447240,448310,1071,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005350"
"64","CBOVI.g10054","CBOVI.ctg00007_chrI",448534,451914,3381,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005349"
"65","CBOVI.g10055","CBOVI.ctg00007_chrI",453285,454339,1055,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005348"
"66","CBOVI.g10056","CBOVI.ctg00007_chrI",454967,455730,764,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005347"
"67","CBOVI.g10057","CBOVI.ctg00007_chrI",457265,459446,2182,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005346"
"68","CBOVI.g10058","CBOVI.ctg00007_chrI",459513,465134,5622,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005344"
"69","CBOVI.g10059","CBOVI.ctg00007_chrI",468787,471517,2731,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"70","CBOVI.g1006","CBOVI.ctg00001_chrV",4867316,4869812,2497,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0006793"
"71","CBOVI.g10060","CBOVI.ctg00007_chrI",472951,481014,8064,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005446"
"72","CBOVI.g10061","CBOVI.ctg00007_chrI",481306,482751,1446,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013821"
"73","CBOVI.g10062","CBOVI.ctg00007_chrI",486895,489566,2672,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005445"
"74","CBOVI.g10063","CBOVI.ctg00007_chrI",490600,492207,1608,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005444"
"75","CBOVI.g10064","CBOVI.ctg00007_chrI",492860,496088,3229,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0009700"
"76","CBOVI.g10065","CBOVI.ctg00007_chrI",496410,499378,2969,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005301"
"77","CBOVI.g10066","CBOVI.ctg00007_chrI",499601,499853,253,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010588"
"78","CBOVI.g10067","CBOVI.ctg00007_chrI",505021,509262,4242,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005302"
"79","CBOVI.g10068","CBOVI.ctg00007_chrI",509290,510883,1594,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005303"
"80","CBOVI.g10069","CBOVI.ctg00007_chrI",511302,513277,1976,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010589"
"81","CBOVI.g1007","CBOVI.ctg00001_chrV",4870604,4873791,3188,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004111"
"82","CBOVI.g10070","CBOVI.ctg00007_chrI",513620,515475,1856,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001836"
"83","CBOVI.g10071","CBOVI.ctg00007_chrI",515623,516797,1175,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001458"
"84","CBOVI.g10072","CBOVI.ctg00007_chrI",516964,521131,4168,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005304"
"85","CBOVI.g10073","CBOVI.ctg00007_chrI",523677,525764,2088,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001458"
"86","CBOVI.g10074","CBOVI.ctg00007_chrI",526140,529704,3565,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005559"
"87","CBOVI.g10075","CBOVI.ctg00007_chrI",531180,533425,2246,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"88","CBOVI.g10076","CBOVI.ctg00007_chrI",534588,539610,5023,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005560"
"89","CBOVI.g10077","CBOVI.ctg00007_chrI",540592,542543,1952,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007499"
"90","CBOVI.g10078","CBOVI.ctg00007_chrI",544188,544782,595,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003447"
"91","CBOVI.g10079","CBOVI.ctg00007_chrI",545906,561561,15656,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004043"
"92","CBOVI.g1008","CBOVI.ctg00001_chrV",4887216,4888796,1581,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004110"
"93","CBOVI.g10080","CBOVI.ctg00007_chrI",561705,563820,2116,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"94","CBOVI.g10081","CBOVI.ctg00007_chrI",564450,565537,1088,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005337"
"95","CBOVI.g10082","CBOVI.ctg00007_chrI",566613,566904,292,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000474"
"96","CBOVI.g10083","CBOVI.ctg00007_chrI",568224,568503,280,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000474"
"97","CBOVI.g10084","CBOVI.ctg00007_chrI",569648,573358,3711,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003592"
"98","CBOVI.g10085","CBOVI.ctg00007_chrI",573849,576833,2985,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005336"
"99","CBOVI.g10086","CBOVI.ctg00007_chrI",579716,583804,4089,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005335"
"100","CBOVI.g10087","CBOVI.ctg00007_chrI",601129,621514,20386,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005334"
"101","CBOVI.g10088","CBOVI.ctg00007_chrI",622304,624879,2576,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002878"
"102","CBOVI.g10089","CBOVI.ctg00007_chrI",625059,625991,933,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004126"
"103","CBOVI.g1009","CBOVI.ctg00001_chrV",4890750,4893621,2872,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013023"
"104","CBOVI.g10090","CBOVI.ctg00007_chrI",657543,660746,3204,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000046"
"105","CBOVI.g10091","CBOVI.ctg00007_chrI",667999,668924,926,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008418"
"106","CBOVI.g10092","CBOVI.ctg00007_chrI",669498,670272,775,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008417"
"107","CBOVI.g10093","CBOVI.ctg00007_chrI",671503,682370,10868,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008416"
"108","CBOVI.g10094","CBOVI.ctg00007_chrI",695838,698499,2662,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008415"
"109","CBOVI.g10095","CBOVI.ctg00007_chrI",714084,721775,7692,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002782"
"110","CBOVI.g10096","CBOVI.ctg00007_chrI",722217,725063,2847,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0011936"
"111","CBOVI.g10097","CBOVI.ctg00007_chrI",726782,731008,4227,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005400"
"112","CBOVI.g10098","CBOVI.ctg00007_chrI",731159,732137,979,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005401"
"113","CBOVI.g10099","CBOVI.ctg00007_chrI",733019,736299,3281,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005402"
"114","CBOVI.g101","CBOVI.ctg00001_chrV",421726,423487,1762,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017032"
"115","CBOVI.g1010","CBOVI.ctg00001_chrV",4894013,4896537,2525,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013979"
"116","CBOVI.g10100","CBOVI.ctg00007_chrI",736372,737947,1576,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010619"
"117","CBOVI.g10101","CBOVI.ctg00007_chrI",738546,740398,1853,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002345"
"118","CBOVI.g10102","CBOVI.ctg00007_chrI",744206,746477,2272,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005369"
"119","CBOVI.g10103","CBOVI.ctg00007_chrI",746773,748449,1677,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0011549"
"120","CBOVI.g10104","CBOVI.ctg00007_chrI",749825,753245,3421,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007829"
"121","CBOVI.g10105","CBOVI.ctg00007_chrI",755053,762911,7859,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005316"
"122","CBOVI.g10106","CBOVI.ctg00007_chrI",763494,765503,2010,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010597"
"123","CBOVI.g10107","CBOVI.ctg00007_chrI",766276,767540,1265,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003585"
"124","CBOVI.g10108","CBOVI.ctg00007_chrI",775988,779151,3164,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005317"
"125","CBOVI.g10109","CBOVI.ctg00007_chrI",780263,782725,2463,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005318"
"126","CBOVI.g1011","CBOVI.ctg00001_chrV",4895479,4897958,2480,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004109"
"127","CBOVI.g10110","CBOVI.ctg00007_chrI",783768,789007,5240,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005319"
"128","CBOVI.g10111","CBOVI.ctg00007_chrI",789297,791560,2264,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001131"
"129","CBOVI.g10112","CBOVI.ctg00007_chrI",792187,792766,580,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012449"
"130","CBOVI.g10113","CBOVI.ctg00007_chrI",793420,793719,300,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0014799"
"131","CBOVI.g10114","CBOVI.ctg00007_chrI",793930,799735,5806,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012448"
"132","CBOVI.g10115","CBOVI.ctg00007_chrI",800324,803705,3382,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010316"
"133","CBOVI.g10116","CBOVI.ctg00007_chrI",803917,804659,743,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010315"
"134","CBOVI.g10117","CBOVI.ctg00007_chrI",804739,806266,1528,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003811"
"135","CBOVI.g10118","CBOVI.ctg00007_chrI",806396,809070,2675,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013479"
"136","CBOVI.g10119","CBOVI.ctg00007_chrI",809892,813711,3820,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003571"
"137","CBOVI.g1012","CBOVI.ctg00001_chrV",4898166,4899263,1098,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007103"
"138","CBOVI.g10120","CBOVI.ctg00007_chrI",817031,821527,4497,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005291"
"139","CBOVI.g10121","CBOVI.ctg00007_chrI",821798,824384,2587,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005290"
"140","CBOVI.g10122","CBOVI.ctg00007_chrI",824803,827578,2776,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012472"
"141","CBOVI.g10123","CBOVI.ctg00007_chrI",830214,833015,2802,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010584"
"142","CBOVI.g10124","CBOVI.ctg00007_chrI",833296,836361,3066,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005289"
"143","CBOVI.g10125","CBOVI.ctg00007_chrI",836553,837259,707,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005288"
"144","CBOVI.g10126","CBOVI.ctg00007_chrI",838193,838663,471,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005287"
"145","CBOVI.g10127","CBOVI.ctg00007_chrI",841335,843415,2081,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002339"
