"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","Orthogroup"
"29","Sp34_10002620","Sp34_Chr1",132748,133366,619,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010822"
"30","Sp34_10002700","Sp34_Chr1",133607,134620,1014,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005893"
"31","Sp34_10002800","Sp34_Chr1",134774,135809,1036,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005865"
"32","Sp34_10002900","Sp34_Chr1",140207,145040,4834,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010827"
"33","Sp34_10003000","Sp34_Chr1",145534,148369,2836,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005896"
"34","Sp34_10003100","Sp34_Chr1",148514,150147,1634,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002884"
"35","Sp34_10003200","Sp34_Chr1",150927,152345,1419,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003784"
"36","Sp34_10003300","Sp34_Chr1",153991,154671,681,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002720"
"37","Sp34_10003400","Sp34_Chr1",155537,158375,2839,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002885"
"38","Sp34_10003500","Sp34_Chr1",158653,161058,2406,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005874"
"39","Sp34_10003600","Sp34_Chr1",161416,163464,2049,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010818"
"40","Sp34_10003700","Sp34_Chr1",165748,168911,3164,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005882"
"41","Sp34_10003800","Sp34_Chr1",169587,169835,249,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0015562"
"42","Sp34_10003900","Sp34_Chr1",170217,171365,1149,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005881"
"43","Sp34_10004000","Sp34_Chr1",171724,173424,1701,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005880"
"44","Sp34_10004100","Sp34_Chr1",175840,177351,1512,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005879"
"45","Sp34_10004200","Sp34_Chr1",178587,179627,1041,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005878"
"46","Sp34_10004300","Sp34_Chr1",179879,182618,2740,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000000"
"47","Sp34_10004400","Sp34_Chr1",186956,196394,9439,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005876"
"48","Sp34_10004600","Sp34_Chr1",199793,203172,3380,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000000"
"49","Sp34_10004710","Sp34_Chr1",198878,217466,18589,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001479"
"50","Sp34_10004800","Sp34_Chr1",218795,219707,913,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000524"
"51","Sp34_10004900","Sp34_Chr1",221098,221933,836,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002386"
"52","Sp34_10005000","Sp34_Chr1",222010,224909,2900,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002386"
"53","Sp34_10005100","Sp34_Chr1",225218,232457,7240,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005868"
"54","Sp34_10005200","Sp34_Chr1",236088,237211,1124,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005875"
"55","Sp34_10005310","Sp34_Chr1",237685,240790,3106,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010820"
"56","Sp34_10005410","Sp34_Chr1",241742,243128,1387,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005869"
"57","Sp34_10005420","Sp34_Chr1",243499,247418,3920,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0021736"
"58","Sp34_10005500","Sp34_Chr1",255165,260830,5666,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005870"
"59","Sp34_10005600","Sp34_Chr1",266989,271013,4025,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003782"
"60","Sp34_10005700","Sp34_Chr1",271046,272748,1703,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005871"
"61","Sp34_10005800","Sp34_Chr1",273372,275450,2079,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005872"
"62","Sp34_10005900","Sp34_Chr1",275698,277125,1428,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001076"
"63","Sp34_10006000","Sp34_Chr1",277604,279635,2032,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003783"
"64","Sp34_10006100","Sp34_Chr1",281529,284677,3149,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"65","Sp34_10006210","Sp34_Chr1",286446,295272,8827,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005873"
"66","Sp34_10006300","Sp34_Chr1",292415,293443,1029,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010817"
"67","Sp34_10006510","Sp34_Chr1",295537,295924,388,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013868"
"68","Sp34_10006520","Sp34_Chr1",297183,300379,3197,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005892"
"69","Sp34_10006600","Sp34_Chr1",302213,304972,2760,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005891"
"70","Sp34_10006700","Sp34_Chr1",305481,308629,3149,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012855"
"71","Sp34_10006800","Sp34_Chr1",308696,316694,7999,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005890"
"72","Sp34_10006900","Sp34_Chr1",322246,323540,1295,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005889"
"73","Sp34_10007010","Sp34_Chr1",325225,328190,2966,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001231"
"74","Sp34_10007020","Sp34_Chr1",330193,334451,4259,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002092"
"75","Sp34_10007100","Sp34_Chr1",334670,335559,890,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005888"
"76","Sp34_10007200","Sp34_Chr1",335648,338799,3152,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005887"
"77","Sp34_10007300","Sp34_Chr1",339203,340905,1703,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005886"
"78","Sp34_10007400","Sp34_Chr1",345275,348472,3198,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005885"
"79","Sp34_10007500","Sp34_Chr1",350104,358784,8681,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005884"
"80","Sp34_10007610","Sp34_Chr1",360195,367663,7469,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005883"
"81","Sp34_10007700","Sp34_Chr1",373291,376018,2728,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007828"
"82","Sp34_10007800","Sp34_Chr1",376135,380867,4733,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002170"
"83","Sp34_10007900","Sp34_Chr1",390462,395274,4813,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007829"
"84","Sp34_10008000","Sp34_Chr1",398098,401520,3423,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000943"
"85","Sp34_10008100","Sp34_Chr1",405639,406672,1034,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000311"
"86","Sp34_10008200","Sp34_Chr1",408637,408935,299,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000035"
"87","Sp34_10008300","Sp34_Chr1",413922,423288,9367,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007830"
"88","Sp34_10008400","Sp34_Chr1",424959,425666,708,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000015"
"89","Sp34_10008500","Sp34_Chr1",427036,428077,1042,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0011549"
"90","Sp34_10008600","Sp34_Chr1",428297,435679,7383,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001238"
"91","Sp34_10008710","Sp34_Chr1",436356,437445,1090,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010051"
"92","Sp34_10008720","Sp34_Chr1",437803,441366,3564,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002192"
"93","Sp34_10008800","Sp34_Chr1",442337,445331,2995,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001735"
"94","Sp34_10008900","Sp34_Chr1",445770,448409,2640,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005877"
"95","Sp34_10009000","Sp34_Chr1",449136,453093,3958,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007827"
"96","Sp34_10009100","Sp34_Chr1",456151,458909,2759,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001530"
"97","Sp34_10009200","Sp34_Chr1",459214,463580,4367,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007825"
"98","Sp34_10009310","Sp34_Chr1",467026,471161,4136,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0011548"
"99","Sp34_10009400","Sp34_Chr1",508048,508625,578,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA
"100","Sp34_10009500","Sp34_Chr1",513093,516629,3537,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002523"
"101","Sp34_10009610","Sp34_Chr1",518751,525399,6649,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007824"
"102","Sp34_10009700","Sp34_Chr1",532395,533048,654,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0018517"
"103","Sp34_10009800","Sp34_Chr1",534564,535281,718,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001119"
"104","Sp34_10009900","Sp34_Chr1",537031,537822,792,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0017227"
"105","Sp34_10010100","Sp34_Chr1",542949,547129,4181,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001112"
"106","Sp34_10010200","Sp34_Chr1",548680,551186,2507,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000956"
"107","Sp34_10010311","Sp34_Chr1",555537,557497,1961,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003148"
"108","Sp34_10010320","Sp34_Chr1",558425,580072,21648,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003148"
"109","Sp34_10010400","Sp34_Chr1",581904,583578,1675,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000287"
"110","Sp34_10010510","Sp34_Chr1",585836,588158,2323,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010815"
"111","Sp34_10010600","Sp34_Chr1",592006,599376,7371,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000163"
"112","Sp34_10010700","Sp34_Chr1",600510,603973,3464,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0008987"
"113","Sp34_10010800","Sp34_Chr1",604245,607165,2921,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000958"
"114","Sp34_10010900","Sp34_Chr1",607979,609678,1700,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012856"
"115","Sp34_10011000","Sp34_Chr1",614986,621672,6687,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0012490"
"116","Sp34_10011100","Sp34_Chr1",622595,625443,2849,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013494"
"117","Sp34_10011200","Sp34_Chr1",625783,633457,7675,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0005895"
"118","Sp34_10011300","Sp34_Chr1",634102,634775,674,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0010826"
"119","Sp34_10011400","Sp34_Chr1",635014,637885,2872,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002887"
"120","Sp34_10011500","Sp34_Chr1",638725,640174,1450,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002093"
"121","Sp34_10011610","Sp34_Chr1",641042,642797,1756,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013588"
"122","Sp34_10011700","Sp34_Chr1",643508,645339,1832,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002886"
"123","Sp34_10011800","Sp34_Chr1",647048,649067,2020,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001943"
"124","Sp34_10011900","Sp34_Chr1",649222,650266,1045,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001911"
"125","Sp34_10012010","Sp34_Chr1",650760,656676,5917,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001943"
"126","Sp34_10012100","Sp34_Chr1",656988,659632,2645,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013433"
"127","Sp34_10012200","Sp34_Chr1",661000,666091,5092,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004306"
"128","Sp34_10012300","Sp34_Chr1",666258,667035,778,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007831"
"129","Sp34_10012310","Sp34_Chr1",668240,668691,452,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013129"
"130","Sp34_10012400","Sp34_Chr1",669227,671565,2339,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007832"
"131","Sp34_10012500","Sp34_Chr1",672253,673340,1088,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007823"
"132","Sp34_10012600","Sp34_Chr1",673642,674233,592,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004303"
"133","Sp34_10012700","Sp34_Chr1",675250,676431,1182,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001231"
"134","Sp34_10012800","Sp34_Chr1",677339,681167,3829,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0002522"
"135","Sp34_10012900","Sp34_Chr1",681679,682384,706,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007822"
"136","Sp34_10013000","Sp34_Chr1",682820,685500,2681,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004302"
"137","Sp34_10013100","Sp34_Chr1",686132,686814,683,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007821"
"138","Sp34_10013210","Sp34_Chr1",687103,688007,905,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000193"
"139","Sp34_10013300","Sp34_Chr1",690167,694313,4147,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007812"
"140","Sp34_10013400","Sp34_Chr1",694688,696241,1554,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001714"
"141","Sp34_10013500","Sp34_Chr1",697648,698523,876,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007813"
"142","Sp34_10013600","Sp34_Chr1",699370,705611,6242,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001715"
"143","Sp34_10013710","Sp34_Chr1",706080,707681,1602,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007814"
"144","Sp34_10013720","Sp34_Chr1",708099,709385,1287,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007815"
"145","Sp34_10013800","Sp34_Chr1",709931,710694,764,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0003146"
"146","Sp34_10013900","Sp34_Chr1",711248,712172,925,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007817"
"147","Sp34_10014000","Sp34_Chr1",712436,714430,1995,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007818"
"148","Sp34_10014100","Sp34_Chr1",715592,717471,1880,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007819"
"149","Sp34_10014200","Sp34_Chr1",718600,720684,2085,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007820"
"150","Sp34_10014300","Sp34_Chr1",720924,727977,7054,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0013128"
"151","Sp34_10014400","Sp34_Chr1",728905,732761,3857,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001713"
"152","Sp34_10014500","Sp34_Chr1",733935,735292,1358,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007810"
"153","Sp34_10014600","Sp34_Chr1",737836,740376,2541,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0004301"
"154","Sp34_10014700","Sp34_Chr1",740557,742506,1950,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0007811"
"155","Sp34_10014800","Sp34_Chr1",745185,748247,3063,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001285"
"156","Sp34_10014900","Sp34_Chr1",750253,755327,5075,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0001285"
"157","Sp34_10015000","Sp34_Chr1",763999,766521,2523,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,"OG0000776"
